text,language,category,text_clean,char_len,category_merged
"অস্কারজয়ী গানে বাঙালি-যোগ, কীরাবাণীর ‘নাটু নাটু’ গানের আসল মানে জানেন কি?",bengali,entertainment,"অস্কারজয়ী গানে বাঙালি-যোগ, কীরাবাণীর ‘নাটু নাটু’ গানের আসল মানে জানেন কি?",74,entertainment
কোন গুণের জন্য ‘বাহুবলী’র প্রভাসকে রামরূপে পর্দায় আনতে নাছোড় ছিলেন পরিচালক?,bengali,entertainment,কোন গুণের জন্য ‘বাহুবলী’র প্রভাসকে রামরূপে পর্দায় আনতে নাছোড় ছিলেন পরিচালক?,77,entertainment
"পরীমনির জামিন আবেদন, শুনানি ১৩ সেপ্টেম্বর",bengali,entertainment,"পরীমনির জামিন আবেদন, শুনানি ১৩ সেপ্টেম্বর",41,entertainment
"‘ভাবলাম একটু গালিগালাজ খেয়ে নিই’, পাকিস্তানি গান ‘পসুরি’ বিতর্কে মুখ খুললেন অরিজিৎ",bengali,entertainment,"‘ভাবলাম একটু গালিগালাজ খেয়ে নিই’, পাকিস্তানি গান ‘পসুরি’ বিতর্কে মুখ খুললেন অরিজিৎ",83,entertainment
"আলিয়াকে কতটা মিথ্যে কথা বলেন রণবীর, কপিলের প্রশ্নের কী উত্তর দিলেন অভিনেতা?",bengali,entertainment,"আলিয়াকে কতটা মিথ্যে কথা বলেন রণবীর, কপিলের প্রশ্নের কী উত্তর দিলেন অভিনেতা?",76,entertainment
"‘পাঠান’-এর সাফল্যের জের, ফের পর্দায় একসঙ্গে শাহরুখ-সলমন? কবে শুরু হচ্ছে শুটিং?",bengali,entertainment,"‘পাঠান’-এর সাফল্যের জের, ফের পর্দায় একসঙ্গে শাহরুখ-সলমন? কবে শুরু হচ্ছে শুটিং?",79,entertainment
ইত্যাদির দেশের গানে ৫ সংগীত তারকা,bengali,entertainment,ইত্যাদির দেশের গানে ৫ সংগীত তারকা,33,entertainment
"প্রেম ভাঙল ঝিলিকের, জন্মদিনের চুম্বনই শেষে কিনা  বদলে গেল চোখের জলে!",bengali,entertainment,"প্রেম ভাঙল ঝিলিকের, জন্মদিনের চুম্বনই শেষে কিনা বদলে গেল চোখের জলে!",67,entertainment
"সুশান্তের মৃত্যুর পর এ বার প্রয়াত তাঁর প্রাণের প্রিয় বন্ধু, খবর দিলেন অভিনেতার দিদি",bengali,entertainment,"সুশান্তের মৃত্যুর পর এ বার প্রয়াত তাঁর প্রাণের প্রিয় বন্ধু, খবর দিলেন অভিনেতার দিদি",85,entertainment
অবশেষে ‘টাইগার’-এর দেখা মিলল! ১০০০ কোটির লক্ষ্য নিয়ে কী বললেন সলমন?,bengali,entertainment,অবশেষে ‘টাইগার’-এর দেখা মিলল! ১০০০ কোটির লক্ষ্য নিয়ে কী বললেন সলমন?,68,entertainment
"একই পুরুষের সঙ্গে প্রেম, বিচ্ছেদের পরেও বন্ধুত্ব অটুট এই তারকাদের",bengali,entertainment,"একই পুরুষের সঙ্গে প্রেম, বিচ্ছেদের পরেও বন্ধুত্ব অটুট এই তারকাদের",65,entertainment
"প্রাক্তন স্ত্রী মন দিয়েছেন অন্য পুরুষকে, শেষমেশ ২১ বছরের তরুণীকেই চুম্বন ৪৯-এর নওয়াজ়ের!",bengali,entertainment,"প্রাক্তন স্ত্রী মন দিয়েছেন অন্য পুরুষকে, শেষমেশ ২১ বছরের তরুণীকেই চুম্বন ৪৯-এর নওয়াজ়ের!",90,entertainment
নিজেই নিজের রেকর্ড ভাঙলেন অপূর্ব !,bengali,entertainment,নিজেই নিজের রেকর্ড ভাঙলেন অপূর্ব !,34,entertainment
"জন্মদিনে সলমনের বাড়ির সামনে লঙ্কাকাণ্ড, ভাঙল গার্ড রেল, লাঠিচার্জ মুম্বই পুলিশের",bengali,entertainment,"জন্মদিনে সলমনের বাড়ির সামনে লঙ্কাকাণ্ড, ভাঙল গার্ড রেল, লাঠিচার্জ মুম্বই পুলিশের",81,entertainment
